;name;category;level;description;input;output;has_images;s_level;submissions;solved;ratio
1037;Intervalo;Iniciante;5;"Você deve fazer um programa que leia um valor qualquer e apresente uma mensagem dizendo em qual dos seguintes intervalos ([0,25], (25,50], (50,75], (75,100]) este valor se encontra. Obviamente se o valor não estiver em nenhum destes intervalos, deverá ser impressa a mensagem “Fora de intervalo”.
                    
                    O símbolo ( representa ""maior que"". Por exemplo:
                    [0,25]  indica valores entre 0 e 25.0000, inclusive eles.
                    (25,50] indica valores maiores que 25 Ex: 25.00001 até o valor 50.0000000";O arquivo de entrada contém um número com ponto flutuante qualquer.;A saída deve ser uma mensagem conforme exemplo abaixo.;False;5 / 10;187779;67128;35.75%
1038;Lanche;Iniciante;2;Com base na tabela abaixo, escreva um programa que leia o código de um item e a quantidade deste item. A seguir, calcule e mostre o valor da conta a pagar.;O arquivo de entrada contém dois valores inteiros correspondentes ao código e à quantidade de um item conforme tabela acima.;"O arquivo de saída deve conter a mensagem ""Total: R$ "" seguido pelo valor a ser pago, com 2 casas após o ponto decimal.";True;2 / 10;144042;76432;53.06%
1039;Flores de Fogo;Geometria Computacional;5;"Nos dias atuais uma flor de fogo não é algo considerado estranho para muitos jovens.  Isso porque um famoso jogo de videogame popularizou esse tipo de flor. Nesse jogo o protagonista ganhava superpoderes ao tocar em uma flor de fogo, passando a atirar pequenas bolas de fogo para derrotar seus inimigos.
    
	No entanto, já se falava sobre flores de fogo há muito tempo atrás. Na mitologia polonesa, flores de fogo são flores místicas de grande poder guardadas por espíritos malignos. Ela possuía esse nome porque brilhava tanto que era impossível olhá-la diretamente. Quem possuísse uma flor dessas ganharia a habilidade de ler a mente de outras pessoas, encontrar tesouros escondidos e repelir todos os males.
    
	Para obter uma flor de fogo, a pessoa deveria procurá-la em uma floresta antes da meia-noite na véspera do Noc Kupały. Exatamente à meia-noite ela floresceria. Para colhê-la seria preciso desenhar um círculo em volta dela. Parece uma tarefa fácil, no entanto, os espíritos malignos que guardam a flor tentariam de tudo para distrair qualquer um tentando colher a flor. Se a pessoa falhasse ao tentar desenhar um círculo em volta da flor, teria sua vida sacrificada.
    
	Dados dois círculos, um desenhado por um ambicioso caçador de flores de fogo e outro representando a área da flor, sua tarefa é determinar se o caçador morre ou fica rico com sua conquista.";"A entrada é composta por diversas instâncias e termina com final de arquivo (EOF). Cada instância consiste em uma linha com seis inteiros, R1 (1 ≤ R1) , X1(|X1|), Y1(|Y1|), R2 (R2 ≤ 1000), X2(|X2|), Y2 (Y2 ≤ 1000). O círculo desenhado pelo caçador possui raio R1 e centro (X1; Y1). O círculo representando a área da flor possui raio R2 e centro (X2; Y2).";Para cada instância imprima uma única linha contendo MORTO, se o caçador morre, ou RICO se o caçador consegue colher a flor.;False;5 / 10;12437;4758;38.26%
1040;Média 3;Iniciante;6;"Leia quatro números (N1, N2, N3, N4), cada um deles com uma casa decimal, correspondente às quatro notas de um aluno. Calcule a média com pesos 2, 3, 4 e 1, respectivamente, para cada uma destas notas e mostre esta média acompanhada pela mensagem ""Media: "". Se esta média for maior ou igual a 7.0, imprima a mensagem ""Aluno aprovado."". Se a média calculada for inferior a 5.0, imprima a mensagem ""Aluno reprovado."". Se a média calculada for um valor entre 5.0 e 6.9, inclusive estas, o programa deve imprimir a mensagem ""Aluno em exame."".
					
						No caso do aluno estar em exame, leia um valor correspondente à nota do exame obtida pelo aluno. 
						Imprima então a mensagem ""Nota do exame: "" acompanhada pela nota digitada. 
						Recalcule a média (some a pontuação do exame com a média anteriormente calculada e divida por 2). e imprima a mensagem 
						""Aluno aprovado."" (caso a média final seja 5.0 ou mais ) ou ""Aluno reprovado."", 
						(caso a média tenha ficado 4.9 ou menos). Para estes dois casos (aprovado ou reprovado após ter pego exame) apresente na última linha uma mensagem ""Media final: "" seguido da média final para esse aluno.";A entrada contém quatro números de ponto flutuante correspendentes as notas dos alunos.;"Todas as respostas devem ser apresentadas com uma casa decimal. As mensagens devem ser impressas conforme a descrição do problema. Não esqueça de imprimir 
	o enter após o final de cada linha, caso contrário obterá ""Presentation Error"".";False;6 / 10;191035;51769;27.10%
1041;Coordenadas de um Ponto;Iniciante;4;"Leia 2 valores com uma casa decimal (x e y), que devem representar as coordenadas de um ponto em um plano. A seguir, determine qual o quadrante ao qual pertence o ponto, ou se está sobre um dos eixos cartesianos ou na origem (x = y = 0).

	

	Se o ponto estiver na origem, escreva a mensagem “Origem”.

	Se o ponto estiver sobre um dos eixos escreva “Eixo X” ou “Eixo Y”, conforme for a situação.";A entrada contem as coordenadas de um ponto.;A saída deve apresentar o quadrante em que o ponto se encontra.;True;4 / 10;177282;61609;34.75%
1042;Sort Simples;Iniciante;3;Leia 3 valores inteiros e ordene-os em ordem crescente. No final, mostre os valores em ordem crescente, uma linha em branco e em seguida, os valores na sequência como foram lidos.;A entrada contem três números inteiros.;Imprima a saída conforme foi especificado.;False;3 / 10;130946;58759;44.87%
1043;Triângulo;Iniciante;3;"Leia 3 valores reais (A, B e C) e verifique se eles formam ou não um triângulo. Em caso positivo, calcule o perímetro do triângulo e apresente a mensagem:
                
                    Perimetro = XX.X
                
                    Em caso negativo, calcule a área do trapézio que tem A e B como base e C como altura, mostrando a mensagem
                
                    Area = XX.X";A entrada contém três valores reais.;O resultado deve ser apresentado com uma casa decimal.;False;3 / 10;99903;51125;51.17%
1044;Múltiplos;Iniciante;4;"Leia 2 valores inteiros (A e B). Após, o programa deve mostrar uma mensagem ""Sao Multiplos"" ou ""Nao sao Multiplos"", indicando se os valores lidos são múltiplos entre si.";A entrada contém valores inteiros.;A saída deve conter uma das mensagens conforme descrito acima.;False;4 / 10;137008;61295;44.74%
1045;Tipos de Triângulos;Iniciante;6;"Leia 3 valores de ponto flutuante A, B e C  e ordene-os em ordem decrescente, de modo que o lado A representa o maior dos 3 lados. A seguir, determine o tipo de triângulo que estes três lados formam, com base nos seguintes casos, sempre escrevendo uma mensagem adequada:
						
					
						
							se A ≥ B+C, apresente a mensagem: NAO FORMA TRIANGULO
						
							se A2 = B2 + C2, apresente a mensagem: TRIANGULO RETANGULO
						
							se A2 > B2 + C2, apresente a mensagem: TRIANGULO OBTUSANGULO
						
							se A2 < B2 + C2, apresente a mensagem: TRIANGULO ACUTANGULO
						
							se os três lados forem iguais, apresente a mensagem: TRIANGULO EQUILATERO
						
							se apenas dois dos lados forem iguais, apresente a mensagem: TRIANGULO ISOSCELES";A entrada contem três valores de ponto flutuante de dupla precisão A (0 < A) , B (0 < B) e C (0 < C).;Imprima todas as classificações do triângulo especificado na entrada.;False;6 / 10;126032;41133;32.64%
1046;Tempo de Jogo;Iniciante;3;Leia a hora inicial e a hora final de um jogo. A seguir calcule a duração do jogo, sabendo que o mesmo pode começar em um dia e terminar em outro, tendo uma duração mínima de 1 hora e máxima de 24 horas.;A entrada contém dois valores inteiros representando a hora de início e a hora de fim do jogo.;Apresente a duração do jogo conforme exemplo abaixo.;False;3 / 10;90190;47223;52.36%
1047;Tempo de Jogo com Minutos;Iniciante;7;"Leia a hora inicial, minuto inicial, hora final e minuto final de um jogo. A seguir calcule a duração do jogo.
                
                    Obs: O jogo tem duração mínima de um (1) minuto e duração máxima de 24 horas.";Quatro números inteiros representando a hora de início e fim do jogo.;Mostre a seguinte mensagem: “O JOGO DUROU XXX HORA(S) E YYY MINUTO(S)” .;False;7 / 10;104277;35191;33.75%
1048;Aumento de Salário;Iniciante;2;"A empresa ABC resolveu conceder um aumento de salários a seus funcionários de acordo com a tabela abaixo:
                
                    
                        
                                
                                    
                                        Salário
                                        Percentual de Reajuste
                                    
                                
                                
                                    
                                        
                                            
                                                    0 - 400.00
                                                    400.01 - 800.00
                                                    800.01 - 1200.00
                                                    1200.01 - 2000.00
                                                    Acima de 2000.00
                                        
                                        
                                            
                                                15%
                                                12%
                                                10%
                                                7%
                                                4%
                                        
                                    
                                
                             
                        
                
                    Leia o salário do funcionário e calcule e mostre o novo salário, bem como o valor de reajuste ganho e o índice reajustado, em percentual.";A entrada contém apenas um valor de ponto flutuante, com duas casas decimais.;Imprima 3 linhas na saída: o novo salário, o valor ganho de reajuste e o percentual de reajuste ganho, conforme exemplo abaixo.;False;2 / 10;109560;47163;43.05%
1049;Animal;Iniciante;3;Neste problema, você deverá ler 3 palavras que definem o tipo de animal possível segundo o esquema abaixo, da esquerda para a direita.  Em seguida conclua qual dos animais seguintes foi escolhido, através das três palavras fornecidas.;A entrada contém 3 palavras, uma em cada linha, necessárias para identificar o animal segundo a figura acima, com todas as letras minúsculas.;Imprima o nome do animal correspondente à entrada fornecida.;True;3 / 10;78984;37221;47.12%
1050;DDD;Iniciante;3;"Leia um número inteiro que representa um código de DDD para discagem interurbana. Em seguida, informe à qual cidade o DDD pertence, considerando a tabela abaixo:
	

	

	Se a entrada for qualquer outro DDD que não esteja presente na tabela acima, o programa deverá informar:
	DDD nao cadastrado";A entrada consiste de um único valor inteiro.;Imprima o nome da cidade correspondente ao DDD existente na entrada. Imprima DDD nao cadastrado caso não existir DDD correspondente ao número digitado.;True;3 / 10;113604;54099;47.62%
1051;Imposto de Renda;Iniciante;3;"Em um país imaginário denominado Lisarb, todos os habitantes ficam felizes em pagar seus impostos, pois sabem que nele não existem políticos corruptos e os recursos arrecadados são utilizados em benefício da população, sem qualquer desvio. A moeda deste país é o Rombus, cujo símbolo é o R$.
                    
                    Leia um valor com duas casas decimais, equivalente ao salário de uma pessoa de Lisarb. Em seguida, calcule e mostre o valor que esta pessoa deve pagar de Imposto de Renda, segundo a tabela abaixo.
                
                    
                
                    Lembre que, se o salário for R$ 3002.00, a taxa que incide é de 8% apenas sobre R$ 1000.00, pois a faixa de salário que fica de R$ 0.00 até R$ 2000.00 é isenta de Imposto de Renda. No exemplo fornecido (abaixo), a taxa é de 8% sobre R$ 1000.00 + 18% sobre R$ 2.00, o que resulta em R$ 80.36 no total. O valor deve ser impresso com duas casas decimais.";A entrada contém apenas um valor de ponto flutuante, com duas casas decimais.;"Imprima o texto ""R$"" seguido de um espaço e do valor total devido de Imposto de Renda, com duas casas após o ponto. Se o valor de entrada for menor ou igual a 2000, deverá ser impressa a mensagem ""Isento"".";True;3 / 10;76049;36787;48.37%
